Product Collection,Code Name,Vertical Segment,Processor Number,Status,Launch Date,Lithography,Included Items,# of Cores,# of Threads,Processor Base Frequency,Max Turbo Frequency,Cache,Intel® Turbo Boost Max Technology 3_0 Frequency ‡,TDP,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported   ‡,Scalability,PCI Express Revision,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,Thermal Solution Specification,TJUNCTION,Intel® Deep Learning Boost (Intel® DL Boost),Intel® Optane™ Memory Supported ‡,Intel® Turbo Boost Max Technology 3_0 ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® 64 ‡,Instruction Set Extensions,# of AVX-512 FMA Units,Enhanced Intel SpeedStep® Technology,Intel® AES New Instructions,Execute Disable Bit ‡,Bus Speed,# of QPI Links,Product Brief,Instruction Set,PCI Express Configurations ‡,Intel® vPro™ Platform Eligibility ‡,Intel® VT-x with Extended Page Tables (EPT) ‡,Idle States,Intel® Smart Response Technology,Intel® Trusted Execution Technology ‡,Max Memory Bandwidth,TCASE,Package Size,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Identity Protection Technology ‡,Processor Graphics ‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,Graphics Output,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,# of Displays Supported ‡,Intel® TSX-NI,Secure Key,Anti-Theft Technology,Low Halogen Options Available,VID Voltage Range,Description,Intel® My WiFi Technology,4G WiMAX Wireless Technology,Intel® Fast Memory Access,Intel® Flex Memory Access,Configurable TDP-up Frequency,Configurable TDP-up,Configurable TDP-down Frequency,Configurable TDP-down,4K Support,Max Resolution (HDMI 1_4)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,Device ID,Intel® Speed Shift Technology,Intel® Thermal Velocity Boost,Intel® Stable Image Platform Program (SIPP),Intel® Software Guard Extensions (Intel® SGX),Intel® OS Guard,Intel® Boot Guard,Execution Units,Intel® Clear Video Technology,Intel® Memory Protection Extensions (Intel® MPX),Max Resolution (VGA)‡,Use Conditions,eDRAM,Graphics Name‡,Compute Units,Graphics Memory Bandwidth,Graphics Memory Interface,Max Resolution (HDMI)‡,Vulkan*  Support,H_264 Hardware Encode/Decode,H_265 (HEVC) Hardware Encode/Decode,# of Displays Supported‡,Graphics Burst Frequency,Secure Boot,Intel® Virtualization Technology for Itanium (VT-i),Scenario Design Power (SDP),Additional Information URL,Expected Discontinuance,PCI Support,# of USB Ports,USB Revision,Total # of SATA Ports,Integrated LAN,Integrated IDE,General Purpose IO,UART,Max # of SATA 6_0 Gb/s Ports,Intel® ME Firmware Version,Intel® HD Audio Technology,Intel® Rapid Storage Technology,Intel® Smart Connect Technology,Intel® Matrix Storage Technology,Macrovision* License Required,Physical Address Extensions,Processing Die Size,# of Processing Die Transistors,FSB Parity
8th Generation Intel® Core™ i7 Processors,Products formerly Coffee Lake,Mobile,i7-8557U,Launched,Q3'19,14 nm,,4,8,1.70 GHz,4.50 GHz,8 MB SmartCache,,15 W,No,,32 GB,"DDR4-2400, LPDDR3-2133",2,No,,3.0,16,FCBGA1528,1,,100°C,,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,4 GT/s OPI,,,64-bit,"1x4, 2x2, 1x2+2x1 and 4x1",No,Yes,Yes,,No,37.5 GB/s,,46x24,,Yes,Yes,Intel® Iris® Plus Graphics 645,300 MHz,1.15 GHz,32 GB,eDP/DP/HDMI/DVI,Yes,Yes,,Yes,3,No,Yes,,,,,Yes,,,Yes,,,,,"Yes, at 60Hz",4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,0x3EA6,Yes,,No,Yes with Intel® ME,Yes,,,Yes,Yes,,,128 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8th Generation Intel® Core™ i7 Processors,Products formerly Coffee Lake,Mobile,i7-8850H,Launched,Q2'18,14 nm,,6,12,2.60 GHz,4.30 GHz,9 MB SmartCache,,45 W,Yes,View now,64 GB,"DDR4-2666, LPDDR3-2133",2,No,1S Only,3.0,16,FCBGA1440,1,,100°C,,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,8 GT/s DMI,,,64-bit,"Up to 1x16, 2x8, 1x8+2x4",Yes,Yes,Yes,,No,,,42mm x 28mm,,Yes,Yes,Intel® UHD Graphics 630,350 MHz,1.15 GHz,64 GB,eDP/DP/HDMI/DVI,Yes,Yes,,Yes,3,Yes,Yes,,,,,Yes,,,Yes,,,,35 W,"Yes, at 60Hz",4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,0x3E9B,Yes,,Yes,Yes with Intel® ME,Yes,Yes,,Yes,Yes,N/A,PC/Client/Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8th Generation Intel® Core™ i7 Processors,Products formerly Kaby Lake G,Mobile,i7-8809G,Announced,Q1'18,14 nm,,4,8,3.10 GHz,4.20 GHz,8 MB,,,No,,64 GB,DDR4-2400,2,No,,3.0,8,BGA2270,1,,100°C,,,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,8 GT/s,,View now,64-bit,"Up to 1x8, 2x4",No,Yes,Yes,Yes,No,37.5 GB/s,,31mm x 58.5mm,,Yes,Yes,Intel® HD Graphics 630,350 MHz,1.10 GHz,64 GB,"eDP 1.4, DP 1.2, HDMI 1.4, DVI",Yes,Yes,,Yes,3,No,Yes,,,,100W Package TDP,Yes,,,Yes,,,,,"Yes, at 60Hz",4096 x 2160 @30Hz,4096 x 2160 @60Hz,4096 x 2160 @60Hz,12,4.4,,Yes,,No,Yes with Intel® ME,Yes,,,Yes,Yes,,,,Radeon™ RX Vega M GH Graphics,24,204.8 GB/s,1024 bit,4096 x 2160@60Hz,Yes,Yes,"Yes, 10-bit",6,,,,,,,,,,,,,,,,,,,,,,,,,
8th Generation Intel® Core™ i7 Processors,Products formerly Coffee Lake,Mobile,i7-8750H,Launched,Q2'18,14 nm,,6,12,2.20 GHz,4.10 GHz,9 MB SmartCache,,45 W,No,View now,64 GB,"DDR4-2666, LPDDR3-2133",2,No,,3.0,16,FCBGA1440,1,,100°C,,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,8 GT/s DMI,,,64-bit,"Up to 1x16, 2x8, 1x8+2x4",No,Yes,Yes,,No,41.8 GB/s,,42mm x 28mm,,Yes,Yes,Intel® UHD Graphics 630,350 MHz,1.10 GHz,64 GB,eDP/DP/HDMI/DVI,Yes,Yes,,Yes,3,No,Yes,,,,,Yes,,,Yes,,,,35 W,"Yes, at 60Hz",4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,0x3E9B,Yes,,No,Yes with Intel® ME,Yes,,,Yes,Yes,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8th Generation Intel® Core™ i7 Processors,Products formerly Kaby Lake G,Mobile,i7-8709G,Announced,Q1'18,14 nm,,4,8,3.10 GHz,4.10 GHz,8 MB,,,No,,64 GB,DDR4-2400,2,No,,3.0,8,BGA2270,1,,100°C,,,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,8 GT/s,,View now,64-bit,"Up to 1x8, 2x4",No,Yes,Yes,Yes,No,37.5 GB/s,,31mm x 58.5mm,,Yes,Yes,Intel® HD Graphics 630,350 MHz,1.10 GHz,64 GB,"eDP 1.4, DP 1.2, HDMI 1.4, DVI",Yes,Yes,,Yes,3,No,Yes,,,,100W Package TDP,Yes,,,Yes,,,,,"Yes, at 60Hz",4096 x 2160 @30Hz,4096 x 2160 @60Hz,4096 x 2160 @60Hz,12,4.4,,Yes,,No,Yes with Intel® ME,Yes,,,Yes,Yes,,,,Radeon™ RX Vega M GH Graphics,24,204.8 GB/s,1024 bit,4096 x 2160@60Hz,Yes,Yes,"Yes, 10-bit",6,,,,,,,,,,,,,,,,,,,,,,,,,
8th Generation Intel® Core™ i7 Processors,Products formerly Kaby Lake G,Mobile,i7-8706G,Launched,Q1'18,14 nm,,4,8,3.10 GHz,4.10 GHz,8 MB,,,No,,64 GB,DDR4-2400,2,No,,3.0,8,BGA2270,1,,100°C,,,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,8 GT/s,,View now,64-bit,"Up to 1x8, 2x4",Yes,Yes,Yes,Yes,Yes,37.5 GB/s,,31mm x 58.5mm,,Yes,Yes,Intel® HD Graphics 630,350 MHz,1.10 GHz,64 GB,"eDP 1.4, DP 1.2, HDMI 1.4, DVI",Yes,Yes,,Yes,3,Yes,Yes,,,,65W Package TDP,Yes,,,Yes,,,,,"Yes, at 60Hz",4096 x 2160 @30Hz,4096 x 2160 @60Hz,4096 x 2160 @60Hz,12,4.4,,Yes,,Yes,Yes with Intel® ME,Yes,,,Yes,Yes,,,,Radeon™ RX Vega M GL Graphics,20,179.2 GB/s,1024 bit,4096 x 2160@60Hz,Yes,Yes,"Yes, 10-bit",6,,,,,,,,,,,,,,,,,,,,,,,,,
8th Generation Intel® Core™ i7 Processors,Products formerly Kaby Lake G,Mobile,i7-8706G,Launched,Q3'18,14 nm,,4,8,3.10 GHz,4.10 GHz,8 MB,,,No,,64 GB,DDR4-2400,2,No,,3.0,8,BGA2270,1,,100°C,,,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,8 GT/s,,,64-bit,"Up to 1x8, 2x4",Yes,Yes,Yes,Yes,Yes,37.5 GB/s,,31mm x 58.5mm,,Yes,Yes,Intel® HD Graphics 630,350 MHz,1.10 GHz,64 GB,"eDP 1.4, DP 1.2, HDMI 1.4, DVI",Yes,Yes,,Yes,3,Yes,Yes,,,,65W Package TDP,Yes,,,Yes,,,,,"Yes, at 60Hz",4096 x 2160 @30Hz,4096 x 2160 @60Hz,4096 x 2160 @60Hz,12,4.4,,Yes,,Yes,Yes with Intel® ME,Yes,,,Yes,Yes,,,,Radeon™ Pro WX Vega M GL Graphics,20,179.2 GB/s,1024 bit,4096 x 2160@60Hz,Yes,Yes,"Yes, 10-bit",6,,,,,,,,,,,,,,,,,,,,,,,,,
8th Generation Intel® Core™ i7 Processors,Products formerly Kaby Lake G,Mobile,i7-8705G,Announced,Q1'18,14 nm,,4,8,3.10 GHz,4.10 GHz,8 MB,,,No,,64 GB,DDR4-2400,2,No,,3.0,8,BGA2270,1,,100°C,,,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,8 GT/s,,View now,64-bit,"Up to 1x8, 2x4",No,Yes,Yes,Yes,No,37.5 GB/s,,31mm x 58.5mm,,Yes,Yes,Intel® HD Graphics 630,350 MHz,1.10 GHz,64 GB,"eDP 1.4, DP 1.2, HDMI 1.4, DVI",Yes,Yes,,Yes,3,No,Yes,,,,65W Package TDP,Yes,,,Yes,,,,,"Yes, at 60Hz",4096 x 2160 @30Hz,4096 x 2160 @60Hz,4096 x 2160 @60Hz,12,4.4,,Yes,,No,Yes with Intel® ME,Yes,,,Yes,Yes,,,,Radeon™ RX Vega M GL Graphics,20,179.2 GB/s,1024 bit,4096 x 2160@60Hz,Yes,Yes,"Yes, 10-bit",6,,,,,,,,,,,,,,,,,,,,,,,,,
8th Generation Intel® Core™ i7 Processors,Products formerly Coffee Lake,Desktop,i7-8700T,Launched,Q2'18,14 nm,,6,12,2.40 GHz,4.00 GHz,12 MB SmartCache,,35 W,Yes,View now,128 GB,DDR4-2666,2,No,1S Only,3.0,16,FCLGA1151,1,PCG 2015A (35W),100°C,,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,8 GT/s DMI3,,,64-bit,"Up to 1x16, 2x8, 1x8+2x4",Yes,Yes,Yes,,Yes,41.6 GB/s,,37.5mm x 37.5mm,,Yes,Yes,Intel® UHD Graphics 630,350 MHz,1.20 GHz,64 GB,eDP/DP/HDMI/DVI,Yes,Yes,,Yes,3,Yes,Yes,,,,,,,,,,,1.90 GHz,25 W,"Yes, at 60Hz",4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,0x3E92,,,Yes,Yes with Intel® ME,Yes,Yes,,Yes,Yes,,"Embedded Broad Market Commercial Temp, PC/Client/Tablet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8th Generation Intel® Core™ i7 Processors,Products formerly Coffee Lake,Desktop,i7-8700K,Launched,Q4'17,14 nm,Please note: The boxed product does not include a fan or heat sink,6,12,3.70 GHz,4.70 GHz,12 MB Intel® Smart Cache,,95 W,No,View now,128 GB,DDR4-2666,2,No,1S Only,3.0,16,FCLGA1151,1,PCG 2015D (130W),100°C,,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,8 GT/s,,,64-bit,"Up to 1x16, 2x8, 1x8+2x4",Yes,Yes,Yes,,Yes,41.6 GB/s,,37.5mm x 37.5mm,,Yes,Yes,Intel® UHD Graphics 630,350 MHz,1.20 GHz,64 GB,,Yes,Yes,,Yes,3,Yes,Yes,,,,,,,,,,,,,"Yes, at 60Hz",4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,0x3E92,,,Yes,Yes with Intel® ME,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8th Generation Intel® Core™ i7 Processors,Products formerly Coffee Lake,Mobile,i7-8700B,Launched,Q2'18,14 nm,,6,12,3.20 GHz,4.60 GHz,12 MB SmartCache,,65 W,No,,64 GB,DDR4-2666,2,No,,3.0,16,FCBGA1440,1,,100°C,,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,8 GT/s DMI3,,,64-bit,"Up to 1x16, 2x8, 1x8+2x4",No,Yes,Yes,,Yes,,,42mm x 28mm,,Yes,Yes,Intel® UHD Graphics 630,350 MHz,1.20 GHz,64 GB,,Yes,Yes,,Yes,3,Yes,Yes,,,,,,,,,,,,,"Yes, at 60Hz",4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,0x3E9B,,,No,Yes with Intel® ME,Yes,No,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8th Generation Intel® Core™ i7 Processors,Products formerly Coffee Lake,Desktop,i7-8700,Launched,Q4'17,14 nm,,6,12,3.20 GHz,4.60 GHz,12 MB Intel® Smart Cache,,65 W,Yes,View now,128 GB,DDR4-2666,2,No,1S Only,3.0,16,FCLGA1151,1,PCG 2015C (65W),100°C,,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,8 GT/s,,,64-bit,"Up to 1x16, 2x8, 1x8+2x4",Yes,Yes,Yes,,Yes,41.6 GB/s,,37.5mm x 37.5mm,,Yes,Yes,Intel® UHD Graphics 630,350 MHz,1.20 GHz,64 GB,,Yes,Yes,,Yes,3,Yes,Yes,,,,,,,,,,,,,"Yes, at 60Hz",4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,0x3E92,,,Yes,Yes with Intel® ME,Yes,Yes,,Yes,Yes,,PC/Client/Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8th Generation Intel® Core™ i7 Processors,Products formerly Coffee Lake,Desktop,i7-8700,Launched,Q2'18,14 nm,"Intel(R) Optane(TM) Memory: 16GB, M.2 22x80mm, PCIe NVMe 3.0 x2, 3D Xpoint",6,12,3.20 GHz,4.60 GHz,12 MB Intel® Smart Cache,,65 W,No,View now,64 GB,DDR4-2666,2,No,1S Only,3.0,16,FCLGA1151,1,PCG 2015C (65W),100°C,,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,8 GT/s,,,64-bit,"Up to 1x16, 2x8, 1x8+2x4",Yes,Yes,Yes,,Yes,41.6 GB/s,,37.5mm x 37.5mm,,Yes,Yes,Intel® UHD Graphics 630,350 MHz,1.20 GHz,64 GB,,Yes,Yes,,Yes,3,Yes,Yes,,,,,,,,,,,,,"Yes, at 60Hz",4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,0x3E92,,,Yes,Yes with Intel® ME,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8th Generation Intel® Core™ i7 Processors,Products formerly Coffee Lake,Mobile,i7-8569U,Launched,Q2'19,14 nm,,4,8,2.80 GHz,4.70 GHz,8 MB SmartCache,,28 W,No,,32 GB,"DDR4-2400, LPDDR3-2133",2,No,,3.0,16,FCBGA1528,1,,100°C,,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,4 GT/s OPI,,,64-bit,"1x4, 2x2, 1x2+2x1 and 4x1",No,Yes,Yes,,No,37.5 GB/s,,46x24,,Yes,Yes,Intel® Iris® Plus Graphics 655,300 MHz,1.20 GHz,32 GB,eDP/DP/HDMI/DVI,Yes,Yes,,Yes,3,No,Yes,,,,,Yes,,,Yes,,,,,"Yes, at 60Hz",4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,0x3EA5,Yes,,No,Yes with Intel® ME,Yes,,,Yes,Yes,,,128 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8th Generation Intel® Core™ i7 Processors,Products formerly Kaby Lake R,Mobile,i7-8650U,Launched,Q3'17,14 nm,,4,8,1.90 GHz,4.20 GHz,8 MB Intel® Smart Cache,,15 W,No,View now,32 GB,"DDR4-2400, LPDDR3-2133",2,No,,3.0,12,FC-BGA1356,1,,100°C,,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,4 GT/s,,,64-bit,"1x4, 2x2, 1x2+2x1 and 4x1",Yes,Yes,Yes,Yes,Yes,37.5 GB/s,,42mm X 24mm,,Yes,Yes,Intel® UHD Graphics 620,300 MHz,1.15 GHz,32 GB,eDP/DP/HDMI/DVI,Yes,,,Yes,3,Yes,Yes,,,,,Yes,,,Yes,2.10 GHz,25 W,800 MHz,10 W,"Yes, at 60Hz",4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.4,0x5917,Yes,,Yes,Yes with Intel® ME,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8th Generation Intel® Core™ i7 Processors,Products formerly Whiskey Lake,Mobile,i7-8565U,Launched,Q3'18,14 nm,,4,8,1.80 GHz,4.60 GHz,8 MB Intel® Smart Cache,,15 W,No,,64 GB,"DDR4-2400, LPDDR3-2133",2,No,,3.0,16,FCBGA1528,1,,100°C,,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,4 GT/s,,,64-bit,"1x4, 2x2, 1x2+2x1 and 4x1",No,Yes,Yes,Yes,No,37.5 GB/s,,46x24,,Yes,Yes,Intel® UHD Graphics 620,300 MHz,1.15 GHz,32 GB,eDP/DP/HDMI/DVI,Yes,,,Yes,3,No,Yes,,,,,Yes,,,Yes,2.00 GHz,25 W,800 MHz,10 W,"Yes, at 60Hz",4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,0x3EA0,Yes,Yes,,Yes with Intel® ME,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8th Generation Intel® Core™ i7 Processors,Products formerly Coffee Lake,Mobile,i7-8559U,Launched,Q2'18,14 nm,,4,8,2.70 GHz,4.50 GHz,8 MB SmartCache,,28 W,No,View now,32 GB,"DDR4-2400, LPDDR3-2133",2,No,,3.0,16,FCBGA1528,1,,100°C,,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,4 GT/s OPI,,,64-bit,"1x4, 2x2, 1x2+2x1 and 4x1",No,Yes,Yes,,No,37.5 GB/s,,46x24,,Yes,Yes,Intel® Iris® Plus Graphics 655,300 MHz,1.20 GHz,32 GB,eDP/DP/HDMI/DVI,Yes,Yes,,Yes,3,No,Yes,,,,,Yes,,,Yes,,,,20 W,"Yes, at 60Hz",4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,0x3EA5,Yes,,No,Yes with Intel® ME,Yes,,,Yes,Yes,,,128 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8th Generation Intel® Core™ i7 Processors,Products formerly Kaby Lake R,Mobile,i7-8550U,Launched,Q3'17,14 nm,,4,8,1.80 GHz,4.00 GHz,8 MB Intel® Smart Cache,,15 W,No,View now,32 GB,"DDR4-2400, LPDDR3-2133",2,No,,3.0,12,FC-BGA1356,1,,100°C,,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,4 GT/s,,,64-bit,"1x4, 2x2, 1x2+2x1 and 4x1",No,Yes,Yes,Yes,No,37.5 GB/s,,42mm X 24mm,,Yes,Yes,Intel® UHD Graphics 620,300 MHz,1.15 GHz,32 GB,eDP/DP/HDMI/DVI,Yes,,,Yes,3,No,Yes,,,,,Yes,,,Yes,2.00 GHz,25 W,800 MHz,10 W,"Yes, at 60Hz",4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.4,0x5917,Yes,,,Yes with Intel® ME,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8th Generation Intel® Core™ i7 Processors,Products formerly Amber Lake Y,Mobile,i7-8500Y,Launched,Q1'19,14 nm,,2,4,1.50 GHz,4.20 GHz,4 MB Intel® Smart Cache,,5 W,No,View now,16 GB,"LPDDR3-1866, DDR3L-1600",2,No,,3.0,10,FCBGA1515,1,,100,,,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,4 GT/s,,,64-bit,"1x4, 2x2, 1x2+2x1 and 4x1",No,Yes,Yes,Yes,No,33.3 GB/s,,20mm X 16.5mm,,Yes,Yes,Intel® UHD Graphics 615,300 MHz,1.05 GHz,16 GB,eDP/DP/HDMI/DVI,Yes,,,Yes,3,No,Yes,,,,,Yes,,,Yes,1.60 GHz,7 W,600 MHz,3.5 W,"Yes, at 60Hz",4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,12,4.5,0x591C,Yes,,No,Yes with Intel® ME,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8th Generation Intel® Core™ i7 Processors,Products formerly Coffee Lake,Desktop,i7-8086K,Launched,Q2'18,14 nm,Please note: The boxed product does not include a fan or heat sink,6,12,4.00 GHz,5.00 GHz,12 MB Intel® Smart Cache,,95 W,No,View now,128 GB,DDR4-2666,2,No,1S Only,3.0,16,,1,PCG 2015D (130W),100°C,,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,8 GT/s DMI3,,,64-bit,"Up to 1x16, 2x8, 1x8+2x4",No,Yes,Yes,,Yes,41.6 GB/s,,37.5mm x 37.5mm,,Yes,Yes,Intel® UHD Graphics 630,350 MHz,1.20 GHz,64 GB,,Yes,Yes,,Yes,3,Yes,Yes,,,,,,,,,,,,,"Yes, at 60Hz",4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,0x3E92,,,No,Yes with Intel® ME,Yes,Yes,,Yes,Yes,,PC/Client/Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8th Generation Intel® Core™ i5 Processors,Products formerly Coffee Lake,Desktop,i5-8600T,Launched,Q2'18,14 nm,,6,6,2.30 GHz,3.70 GHz,9 MB SmartCache,,35 W,No,View now,128 GB,DDR4-2666,2,No,1S Only,3.0,16,FCLGA1151,1,PCG 2015A (35W),100°C,,Yes,,2.0,No,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,8 GT/s DMI3,,,64-bit,"Up to 1x16, 2x8, 1x8+2x4",Yes,Yes,Yes,,Yes,41.6 GB/s,,37.5mm x 37.5mm,,Yes,Yes,Intel® UHD Graphics 630,350 MHz,1.15 GHz,64 GB,,Yes,Yes,,Yes,3,Yes,Yes,,,,,,,,,,,1.80 GHz,25 W,"Yes, at 60Hz",4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,0x3E92,,,Yes,Yes with Intel® ME,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8th Generation Intel® Core™ i5 Processors,Products formerly Coffee Lake,Desktop,i5-8600K,Launched,Q4'17,14 nm,Please note: The boxed product does not include a fan or heat sink,6,6,3.60 GHz,4.30 GHz,9 MB Intel® Smart Cache,,95 W,No,View now,128 GB,DDR4-2666,2,No,1S Only,3.0,16,FCLGA1151,1,PCG 2015D (130W),100°C,,Yes,,2.0,No,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,8 GT/s,,,64-bit,"Up to 1x16, 2x8, 1x8+2x4",Yes,Yes,Yes,,Yes,41.6 GB/s,,37.5mm x 37.5mm,,Yes,Yes,Intel® UHD Graphics 630,350 MHz,1.15 GHz,64 GB,,Yes,Yes,,Yes,3,Yes,Yes,,,,,,,,,,,,,"Yes, at 60Hz",4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,0x3E92,,,Yes,Yes with Intel® ME,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
